ap_syndicated,collect_date,feeds,guid,language,media_id,media_name,media_url,metadata,processed_stories_id,publish_date,stories_id,story_tags,title,url,word_count
False,2018-11-25 14:34:13.662615,,https://www.nytimes.com/2018/11/25/us/politics/china-exit-ban.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1432333955,2018-11-25 18:50:46,1092980492,[],China’s Tactic to Catch a Fugitive Official: Hold His Two American Children,https://www.nytimes.com/2018/11/25/us/politics/china-exit-ban.html,
False,2018-11-26 10:56:44.469280,,https://www.nytimes.com/2018/11/26/opinion/meek-mill-criminal-justice-reform.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1432891955,2018-11-26 15:23:39,1094519758,[],Meek Mill: Prisoners Need a New Set of Rights ,https://www.nytimes.com/2018/11/26/opinion/meek-mill-criminal-justice-reform.html,
False,2018-11-26 16:49:41.288642,,https://www.nytimes.com/2018/11/26/world/asia/china-economic-growth.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1433101571,2018-11-26 20:24:39,1094855697,[],The Land That Failed to Fail,https://www.nytimes.com/2018/11/26/world/asia/china-economic-growth.html,
False,2018-11-27 05:23:40.867890,,https://www.nytimes.com/2018/11/27/world/americas/mexico-spyware-journalist.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1433453291,2018-11-27 10:05:11,1095184857,[],A Journalist Was Killed in Mexico. Then His Colleagues Were Hacked.,https://www.nytimes.com/2018/11/27/world/americas/mexico-spyware-journalist.html,
False,2018-11-28 12:03:22.825149,,https://www.nytimes.com/2018/11/28/technology/personaltech/covering-a-white-house-where-news-is-always-just-a-tap-away.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1434662627,2018-11-28 16:47:19,1096427643,[],Covering a White House Where News Is Always Just a Tap Away,https://www.nytimes.com/2018/11/28/technology/personaltech/covering-a-white-house-where-news-is-always-just-a-tap-away.html,
False,2018-11-29 03:37:30.225186,,https://www.nytimes.com/interactive/2018/11/25/world/asia/china-us-confrontation.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1435195123,2018-11-25 05:00:01,1096973667,[],The Road to Confrontation,https://www.nytimes.com/interactive/2018/11/25/world/asia/china-us-confrontation.html?partner=rss&emc=rss,
False,2018-11-29 23:04:32.754887,,https://archive.nytimes.com/www.nytimes.com/learning/general/onthisday/bday/1225.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1436045777,,1098336712,[],"Anwar el-Sadat, the Daring Arab Pioneer of Peace with Israel",https://archive.nytimes.com/www.nytimes.com/learning/general/onthisday/bday/1225.html,
False,2018-11-30 20:47:27.590345,,https://www.nytimes.com/2018/11/30/opinion/xi-trump-uighurs-human-rights.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1436791742,2018-12-01 00:59:35,1100010918,[],Will Trump Speak Up Against China’s Oppression?,https://www.nytimes.com/2018/11/30/opinion/xi-trump-uighurs-human-rights.html,
False,2018-12-03 10:08:22.711690,,https://www.nytimes.com/2018/12/03/reader-center/border-migrants-policy-immigration.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1438354583,2018-12-03 14:22:37,1105603236,[],A Different Story Along the Border,https://www.nytimes.com/2018/12/03/reader-center/border-migrants-policy-immigration.html,
False,2018-12-03 12:38:32.624496,,https://www.nytimes.com/2018/12/03/nyregion/mayor-frank-gilliam-atlantic-city.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1438506264,2018-12-03 17:27:29,1105857727,[],F.B.I. Raids Home of Atlantic City Mayor Frank Gilliam,https://www.nytimes.com/2018/12/03/nyregion/mayor-frank-gilliam-atlantic-city.html,
False,2018-12-03 19:40:53.241368,,https://www.nytimes.com/2018/12/03/world/americas/mexico-missing-students-president.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1438769707,2018-12-04 00:13:08,1106659574,[],Mexico’s New President Restarts Investigation Into 43 Missing Students,https://www.nytimes.com/2018/12/03/world/americas/mexico-missing-students-president.html,
False,2018-12-04 11:53:17.964731,,https://www.nytimes.com/2018/12/04/nyregion/nypd-drones.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1439312230,2018-12-04 16:13:49,1107931115,[],New York Police Say They Will Deploy 14 Drones,https://www.nytimes.com/2018/12/04/nyregion/nypd-drones.html,
False,2018-12-04 11:53:16.579461,,https://www.nytimes.com/2018/12/04/world/middleeast/italy-egypt-giulio-regeni-killing.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1439318373,2018-12-04 16:25:20,1107930991,[],Italy Says 5 Egyptian Security Officials Are Suspects in Student’s Death,https://www.nytimes.com/2018/12/04/world/middleeast/italy-egypt-giulio-regeni-killing.html,
False,2018-12-05 13:40:31.099221,,https://www.nytimes.com/2018/12/05/arts/television/the-marvelous-mrs-maisel-costumes-set-design.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1440175585,2018-12-05 18:29:26,1110089808,[],Turning Back Time on ‘The Marvelous Mrs. Maisel’,https://www.nytimes.com/2018/12/05/arts/television/the-marvelous-mrs-maisel-costumes-set-design.html,
False,2018-12-06 06:53:46.169528,,https://www.nytimes.com/2018/12/06/nyregion/newyorktoday/new-york-news-mayor-de-blasio-muslim-oral-history.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1440693394,2018-12-06 11:06:21,1111483944,[],N.Y. Today: Has the Mayor Lost His Focus?,https://www.nytimes.com/2018/12/06/nyregion/newyorktoday/new-york-news-mayor-de-blasio-muslim-oral-history.html,
False,2018-12-06 14:52:37.300958,,https://www.nytimes.com/2018/12/06/us/hania-aguilar-father-visa-denied.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1441012581,2018-12-06 19:07:45,1112289032,[],"Father of Hania Aguilar, Killed at 13, Is Denied Funeral Visa",https://www.nytimes.com/2018/12/06/us/hania-aguilar-father-visa-denied.html,
False,2018-12-07 13:24:00.585373,,https://www.nytimes.com/2018/12/07/opinion/huawei-meng-wanzhou-china-arrest.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1441849002,2018-12-07 17:29:44,1113385437,[],Can the U.S. Stop China From Controlling the Next Internet Age?,https://www.nytimes.com/2018/12/07/opinion/huawei-meng-wanzhou-china-arrest.html,
False,2018-12-07 20:37:49.631255,,https://www.nytimes.com/2018/12/07/sports/football/kareem-hunt-nfl.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1442159850,2018-12-07 23:19:21,1113929501,[],"The N.F.L. Questioned Kareem Hunt, But Not About Cleveland",https://www.nytimes.com/2018/12/07/sports/football/kareem-hunt-nfl.html,
False,2018-12-08 07:11:15.368957,,https://www.nytimes.com/2018/12/08/style/orbiting-dating.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1442347177,2018-12-08 06:00:00,1114501828,[],"Orbiting, Another Thing for Online Daters to Worry About",https://www.nytimes.com/2018/12/08/style/orbiting-dating.html,
False,2018-12-09 19:29:18.607273,,https://www.nytimes.com/2018/12/07/technology/week-in-tech-facebook-emails.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1443119946,2018-12-07 09:00:01,1115410549,[],Bits: The Week in Tech: Facebook Is in the News. Again.,https://www.nytimes.com/2018/12/07/technology/week-in-tech-facebook-emails.html?partner=rss&emc=rss,
False,2018-12-11 05:05:52.177521,,https://www.nytimes.com/2018/12/11/business/sundar-pichai-google-house-hearing.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1444058742,2018-12-11 10:00:22,1116435872,[],Sundar Pichai of Google Heads to Capitol Hill,https://www.nytimes.com/2018/12/11/business/sundar-pichai-google-house-hearing.html,
False,2018-12-11 18:57:58.269656,,https://www.nytimes.com/2018/12/11/technology/huawei-executive-canada-bail-decision.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1444570869,2018-12-11 23:08:23,1117004699,[],Huawei Executive Granted Bail by Canadian Court,https://www.nytimes.com/2018/12/11/technology/huawei-executive-canada-bail-decision.html,
False,2018-12-13 19:46:59.441367,,https://www.nytimes.com/2018/12/13/arts/music/taylor-swift-facial-recognition.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1446444618,2018-12-13 23:02:09,1118949258,[],Taylor Swift Said to Use Facial Recognition to Identify Stalkers,https://www.nytimes.com/2018/12/13/arts/music/taylor-swift-facial-recognition.html,
False,2018-12-14 02:02:04.488096,,https://www.nytimes.com/2018/12/12/business/dealbook/us-china-trade.html?module=inline,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1446555636,2018-12-12 00:00:00,1119135013,[],DealBook Briefing: How Trump Plans to Keep China In Line on Trade - The New York Times,https://www.nytimes.com/2018/12/12/business/dealbook/us-china-trade.html?module=inline,
False,2018-12-14 02:11:51.493029,,https://www.nytimes.com/aponline/2018/12/10/world/asia/ap-china-huawei-the-latest.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1446562243,2018-12-10 00:00:00,1119141589,[],The Latest: Huawei Expects 'Just Conclusion' on Exec's Bail - The New York Times,https://www.nytimes.com/aponline/2018/12/10/world/asia/ap-china-huawei-the-latest.html,
False,2018-12-15 13:25:51.570706,,https://www.nytimes.com/2018/12/14/arts/music/playlist-david-byrne-avril-lavigne-robin-thicke.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1447767309,2018-12-14 19:41:22,1120144642,[],"Playlist: The Playlist: David Byrne&#x2019;s Paranoid Party, and 10 More New Songs",https://www.nytimes.com/2018/12/14/arts/music/playlist-david-byrne-avril-lavigne-robin-thicke.html?partner=rss&emc=rss,
False,2018-12-17 18:37:50.689693,,https://www.nytimes.com/2018/12/17/world/middleeast/israel-gaza-roof-knocking.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1448641069,2018-12-17 22:45:48,1121397837,[],"Israeli ‘Warning’ Shot Killed Two Boys in Gaza, Rights Groups Say",https://www.nytimes.com/2018/12/17/world/middleeast/israel-gaza-roof-knocking.html,
False,2018-12-17 19:47:28.313189,,https://www.nytimes.com/2018/12/17/nyregion/terror-attack-wiretap-saipov.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1448673124,2018-12-18 00:20:55,1121440873,[],F.B.I. Wiretap Recorded Suspect on Eve of Bike Path Terror Attack,https://www.nytimes.com/2018/12/17/nyregion/terror-attack-wiretap-saipov.html,
False,2018-12-18 16:12:23.102424,,https://www.nytimes.com/2018/12/18/opinion/russia-disinformation-facebook.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1449282392,2018-12-18 20:55:10,1122120498,[],How You Can Help Fight the Information Wars,https://www.nytimes.com/2018/12/18/opinion/russia-disinformation-facebook.html,
False,2018-12-19 13:22:36.453310,,https://www.nytimes.com/2018/12/19/world/asia/pakistan-china-belt-road-military.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1450068769,2018-12-19 18:07:30,1122798103,[],China’s ‘Belt and Road’ Plan in Pakistan Takes a Military Turn,https://www.nytimes.com/2018/12/19/world/asia/pakistan-china-belt-road-military.html,
False,2018-12-20 17:46:06.236586,,https://www.nytimes.com/2018/12/19/sports/montae-nicholson-video-washington-redskins.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1450766600,2018-12-19 18:33:20,1123675524,[],Washington&#x2019;s Montae Nicholson Seems to Knock a Man Out in Video,https://www.nytimes.com/2018/12/19/sports/montae-nicholson-video-washington-redskins.html?partner=rss&emc=rss,
False,2018-12-20 14:31:42.830962,,https://www.nytimes.com/2018/12/20/world/europe/gatwick-airport-drones.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1450962534,2018-12-20 12:54:51,1123544557,[],Gatwick Airport Closed After Drone Flights That Officials Call &#x2018;Deliberate&#x2019;,https://www.nytimes.com/2018/12/20/world/europe/gatwick-airport-drones.html?partner=rss&emc=rss,
False,2018-12-20 13:31:05.045770,,https://www.nytimes.com/2018/12/20/world/africa/morocco-tourists-killed-terrorism.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1450970626,2018-12-20 11:02:54,1123508192,[],Men Held in Tourist Killings in Morocco; Denmark Suggests an &#x2018;Act of Terror&#x2019;,https://www.nytimes.com/2018/12/20/world/africa/morocco-tourists-killed-terrorism.html?partner=rss&emc=rss,
False,2018-12-26 09:48:40.689351,,https://www.nytimes.com/2018/12/26/arts/music/pop-music-social-media-distraction.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1452726957,2018-12-26 09:25:23,1125795751,[],Critic&#x2019;s Notebook: Pop in the Era of Distraction,https://www.nytimes.com/2018/12/26/arts/music/pop-music-social-media-distraction.html?partner=rss&emc=rss,
False,2018-12-26 10:42:01.370251,,https://www.nytimes.com/2018/12/24/health/marburg-virus-fruit-bats.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1452887186,2018-12-24 11:25:32,1125866051,[],"Global Health: Marburg Virus, Related to Ebola, Is Found in Bats in West Africa",https://www.nytimes.com/2018/12/24/health/marburg-virus-fruit-bats.html?partner=rss&emc=rss,
False,2018-12-26 10:32:39.648834,,https://www.nytimes.com/2018/12/25/world/asia/china-christmas-church-crackdown.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1452955279,2018-12-25 22:58:58,1125835273,[],"As China Cracks Down on Churches, Christians Declare &#x2018;We Will Not Forfeit Our Faith&#x2019;",https://www.nytimes.com/2018/12/25/world/asia/china-christmas-church-crackdown.html?partner=rss&emc=rss,
False,2018-12-26 20:42:47.527144,,https://www.nytimes.com/2018/12/26/technology/personaltech/europe-tech-privacy-.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1453104008,2018-12-26 18:27:14,1126126811,[],"Tech We&#x2019;re Using: Digital Privacy Is a Big Concern in Europe. For This Reporter, Too.",https://www.nytimes.com/2018/12/26/technology/personaltech/europe-tech-privacy-.html?partner=rss&emc=rss,
